Algorithm,Hari,Jam,Prodi,Kode_MK,Nama_MK,Jenis,Ruang,Dosen,Fitness,Heavy_Total,Light_Total,Feasible
COA,Thu,14,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F2.5,6,3.995844321905218e-06,250,259,False
COA,Mon,14,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F2.2,6,3.995844321905218e-06,250,259,False
COA,Mon,17,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F4.4,6,3.995844321905218e-06,250,259,False
COA,Tue,8,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F3.11,45,3.995844321905218e-06,250,259,False
COA,Thu,9,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F4.4,45,3.995844321905218e-06,250,259,False
COA,Thu,14,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F3.1,45,3.995844321905218e-06,250,259,False
COA,Wed,8,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.11,4,3.995844321905218e-06,250,259,False
COA,Tue,15,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F4.5,4,3.995844321905218e-06,250,259,False
COA,Tue,15,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.7b,4,3.995844321905218e-06,250,259,False
COA,Fri,7,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F4.7,1,3.995844321905218e-06,250,259,False
COA,Mon,7,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.8,1,3.995844321905218e-06,250,259,False
COA,Fri,16,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.18,1,3.995844321905218e-06,250,259,False
COA,Mon,16,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F4.4,6,3.995844321905218e-06,250,259,False
COA,Thu,16,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F11.3,6,3.995844321905218e-06,250,259,False
COA,Wed,16,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.16,6,3.995844321905218e-06,250,259,False
COA,Fri,7,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.4,67,3.995844321905218e-06,250,259,False
COA,Mon,17,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F4.6,67,3.995844321905218e-06,250,259,False
COA,Tue,10,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.7b,67,3.995844321905218e-06,250,259,False
COA,Thu,15,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.18,40,3.995844321905218e-06,250,259,False
COA,Mon,12,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F3.8,40,3.995844321905218e-06,250,259,False
COA,Thu,14,Pendidikan Teknologi Informasi,CSD60714,Jaminan Kualitas Perangkat Lunak,lecture,F4.6,40,3.995844321905218e-06,250,259,False
COA,Wed,13,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F4.11,17,3.995844321905218e-06,250,259,False
COA,Mon,8,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F4.2,17,3.995844321905218e-06,250,259,False
COA,Mon,7,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,practicum,LAB-93,17,3.995844321905218e-06,250,259,False
COA,Wed,15,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F2.4,39,3.995844321905218e-06,250,259,False
COA,Tue,17,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F2.2,39,3.995844321905218e-06,250,259,False
COA,Tue,14,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,practicum,LAB-94,39,3.995844321905218e-06,250,259,False
COA,Mon,7,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F4.6,75,3.995844321905218e-06,250,259,False
COA,Thu,14,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F3.17,75,3.995844321905218e-06,250,259,False
