Hari,Jam_Mulai,Jam_Selesai,Prodi,Kode_MK,Kelas,Nama_MK,Jenis,Ruang,Gedung,Lantai,Tipe_Ruang,Dosen,Dosen_Berminat,SKS,Kewajiban,Feasible
Wed,11:10,12:00,Sistem Informasi,CIS61111,B,Sistem Informasi berbasis Kecerdasan Buatan,lecture,F3.5a,F,3,Kelas,87,True,2,1,False
Wed,11:10,12:00,Pendidikan Teknologi Informasi,CIE61103,A,Komunikasi dan Teknologi Pendidikan,lecture,F3.9,F,3,Kelas,39,True,3,1,False
Wed,11:10,12:00,Teknologi Informasi,COM60016,B,Pengantar Keilmuan Komputer,lecture,F4.11,F,4,Kelas,62,True,2,1,False
Wed,11:10,12:00,Teknologi Informasi,COM60011,D,Arsitektur dan Organisasi Komputer,lecture,F4.13,F,4,Kelas,103,True,2,1,False
Wed,11:10,12:00,Sistem Informasi,COM60014,A,Pemrograman Dasar,lecture,F4.14,F,4,Kelas,82,True,5,1,False
Wed,11:10,12:00,Pendidikan Teknologi Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F4.2,F,4,Kelas,83,True,3,1,False
Wed,11:10,12:00,Teknologi Informasi,COM60014,C,Pemrograman Dasar,practicum,G1.3,G,1,Lab,67,True,5,1,False
Wed,11:10,12:00,Pendidikan Teknologi Informasi,CIE61205,C,Pemrograman Web,practicum,G1.6,G,1,Lab,105,True,3,1,False
Wed,11:10,12:00,Teknologi Informasi,CIT61006,B,Pengembangan Aplikasi Web,practicum,G1.7,G,1,Lab,60,True,4,1,False
Wed,11:10,12:00,Sistem Informasi,CIS61108,C,Rekayasa Sistem Informasi,practicum,G1.8,G,1,Lab,4,True,5,1,False
Wed,12:00,12:50,Pendidikan Teknologi Informasi,CIE61109,C,Pembelajaran Mikro,lecture,F2.2,F,2,Kelas,39,True,3,1,False
Wed,12:00,12:50,Teknologi Informasi,COM60025,A,Kalkulus,lecture,F2.8,F,2,Kelas,103,True,2,1,False
Wed,12:00,12:50,Teknologi Informasi,CIT62003,B,Dasar Pengembangan Sistem informasi,lecture,F3.12,F,3,Kelas,31,True,3,1,False
Wed,12:00,12:50,Sistem Informasi,CSD60704,C,Desain Basis Data,lecture,F3.16,F,3,Kelas,72,True,2,1,False
Wed,12:00,12:50,Teknologi Informasi,CIT61015,B,Jaringan Komputer,lecture,F3.17,F,3,Kelas,35,True,4,1,False
Wed,12:00,12:50,Pendidikan Teknologi Informasi,CSD60708,C,Penambangan Data,lecture,F3.18,F,3,Kelas,102,True,3,1,False
Wed,12:00,12:50,Sistem Informasi,CIS61115,C,Komunikasi Profesional,lecture,F3.5b,F,3,Kelas,108,True,2,1,False
Wed,12:00,12:50,Sistem Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F3.6,F,3,Kelas,83,True,3,1,False
Wed,12:00,12:50,Sistem Informasi,CIS62109,A,Pengujian dan Evaluasi Sistem Informasi,lecture,F3.8,F,3,Kelas,67,True,2,0,False
Wed,12:00,12:50,Teknologi Informasi,CSD60712,C,Probabilitas dan Statistika,lecture,F4.10,F,4,Kelas,16,True,3,1,False
Wed,12:00,12:50,Pendidikan Teknologi Informasi,UBU60003,D,Kewirausahaan,lecture,F4.13,F,4,Kelas,62,True,2,1,False
Wed,12:00,12:50,Sistem Informasi,COM60061,D,Capstone Project,lecture,F4.14,F,4,Kelas,4,True,3,1,False
Wed,12:00,12:50,Pendidikan Teknologi Informasi,CIE61208,B,Basis Data,practicum,G1.3,G,1,Lab,60,True,3,1,False
Wed,12:00,12:50,Pendidikan Teknologi Informasi,COM60014,D,Pemrograman Dasar,practicum,G1.7,G,1,Lab,82,True,5,1,False
Wed,12:00,12:50,Teknologi Informasi,CSD60711,A,Perancangan Pengalaman Pengguna,practicum,G1.8,G,1,Lab,45,True,3,0,False
Wed,12:50,13:40,Sistem Informasi,CSD60712,B,Probabilitas dan Statistika,lecture,F2.5,F,2,Kelas,87,True,3,1,False
Wed,12:50,13:40,Teknologi Informasi,CSD60706,A,Administrasi Basis Data,lecture,F3.12,F,3,Kelas,91,True,3,0,False
Wed,12:50,13:40,Pendidikan Teknologi Informasi,CIE61108,D,Penilaian Hasil Belajar,lecture,F3.17,F,3,Kelas,100,True,3,1,False
Wed,12:50,13:40,Pendidikan Teknologi Informasi,CIE61111,B,Pengenalan Lapangan Persekolahan 1,lecture,F3.5a,F,3,Kelas,59,True,1,1,False
Wed,12:50,13:40,Sistem Informasi,CIS61108,D,Rekayasa Sistem Informasi,lecture,F3.7b,F,3,Kelas,67,True,5,1,False
Wed,12:50,13:40,Sistem Informasi,CSD60708,A,Penambangan Data,lecture,F3.9,F,3,Kelas,16,True,3,0,False
Wed,12:50,13:40,Pendidikan Teknologi Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F4.10,F,4,Kelas,83,True,3,1,False
Wed,12:50,13:40,Teknologi Informasi,CIT61026,C,Internet of Things,lecture,F4.12,F,4,Kelas,90,True,4,1,False
Wed,12:50,13:40,Teknologi Informasi,CIT60039,A,Pengembangan Aplikasi Web Lanjut,lecture,F4.2,F,4,Kelas,4,True,3,0,False
Wed,12:50,13:40,Pendidikan Teknologi Informasi,CIE61403,A,Paradigma Berpikir Sistem dan Desain,lecture,F4.3,F,4,Kelas,47,True,3,0,False
Wed,12:50,13:40,Sistem Informasi,CSD60703,C,Tata Kelola Teknologi Informasi,lecture,F4.4,F,4,Kelas,6,True,3,1,False
Wed,12:50,13:40,Sistem Informasi,CIS61112,A,Dasar Manajemen Proyek,lecture,F4.6,F,4,Kelas,102,True,2,1,False
Wed,12:50,13:40,Pendidikan Teknologi Informasi,CIE61205,A,Pemrograman Web,practicum,G1.5,G,1,Lab,82,True,3,1,False
Wed,12:50,13:40,Pendidikan Teknologi Informasi,CIE61109,A,Pembelajaran Mikro,practicum,G1.6,G,1,Lab,39,True,3,1,False
Wed,12:50,13:40,Sistem Informasi,CSD60705,B,Pemrograman SQL,practicum,G1.7,G,1,Lab,1,True,3,1,False
Wed,12:50,13:40,Sistem Informasi,CSD60706,A,Administrasi Basis Data,practicum,G1.8,G,1,Lab,75,True,3,1,False
Wed,13:40,14:30,Sistem Informasi,CIS61120,A,Perbaikan Proses Bisnis,lecture,F3.10,F,3,Kelas,6,True,2,0,False
Wed,13:40,14:30,Teknologi Informasi,COM60016,D,Pengantar Keilmuan Komputer,lecture,F3.15,F,3,Kelas,102,True,2,1,False
Wed,13:40,14:30,Teknologi Informasi,COM60051,D,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.4,F,3,Kelas,103,True,3,1,False
Wed,13:40,14:30,Teknologi Informasi,CIT61015,A,Jaringan Komputer,lecture,F3.5a,F,3,Kelas,79,True,4,1,False
Wed,13:40,14:30,Sistem Informasi,CIS61106,D,Keamanan dan Privasi Data,lecture,F3.6,F,3,Kelas,17,True,2,1,False
Wed,13:40,14:30,Sistem Informasi,CSD60703,D,Tata Kelola Teknologi Informasi,lecture,F4.10,F,4,Kelas,108,True,3,1,False
Wed,13:40,14:30,Sistem Informasi,UBU60003,C,Kewirausahaan,lecture,F4.14,F,4,Kelas,62,True,2,1,False
Wed,13:40,14:30,Teknologi Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F4.3,F,4,Kelas,93,True,3,1,False
Wed,13:40,14:30,Sistem Informasi,COM60014,D,Pemrograman Dasar,practicum,G1.2,G,1,Lab,76,True,5,1,False
Wed,13:40,14:30,Sistem Informasi,COM60014,A,Pemrograman Dasar,practicum,G1.4,G,1,Lab,82,True,5,1,False
Wed,13:40,14:30,Teknologi Informasi,CIT61015,D,Jaringan Komputer,practicum,G1.9,G,1,Lab,75,True,4,1,False
Wed,14:30,15:20,Sistem Informasi,CSD60711,B,Perancangan Pengalaman Pengguna,lecture,F11.3,F,11,Kelas,60,True,3,1,False
Wed,14:30,15:20,Pendidikan Teknologi Informasi,COM60051,D,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F11.4,F,11,Kelas,100,True,3,1,False
Wed,14:30,15:20,Teknologi Informasi,CSD60712,D,Probabilitas dan Statistika,lecture,F2.4,F,2,Kelas,93,True,3,1,False
Wed,14:30,15:20,Teknologi Informasi,CSD60703,B,Tata Kelola Teknologi Informasi,lecture,F3.13,F,3,Kelas,15,True,3,1,False
Wed,14:30,15:20,Sistem Informasi,CIS60101,A,Perkembangan dan Tren Teknologi Digital,lecture,F3.14,F,3,Kelas,87,True,2,0,False
Wed,14:30,15:20,Teknologi Informasi,CIT60052,A,Pengembangan Aplikasi Mobile Terapan,lecture,F3.18,F,3,Kelas,47,True,3,0,False
Wed,14:30,15:20,Sistem Informasi,CIS61108,A,Rekayasa Sistem Informasi,lecture,F3.3,F,3,Kelas,108,True,5,1,False
Wed,14:30,15:20,Sistem Informasi,CIS61106,A,Keamanan dan Privasi Data,lecture,F3.4,F,3,Kelas,75,True,2,1,False
Wed,14:30,15:20,Sistem Informasi,COM60014,D,Pemrograman Dasar,lecture,F3.7a,F,3,Kelas,76,True,5,1,False
Wed,14:30,15:20,Teknologi Informasi,CSD60710,A,Sistem Informasi Geografis,lecture,F4.12,F,4,Kelas,11,True,3,0,False
Wed,14:30,15:20,Sistem Informasi,COM60014,B,Pemrograman Dasar,lecture,F4.14,F,4,Kelas,91,True,5,1,False
Wed,14:30,15:20,Sistem Informasi,CSD60703,B,Tata Kelola Teknologi Informasi,lecture,F4.4,F,4,Kelas,6,True,3,1,False
Wed,14:30,15:20,Pendidikan Teknologi Informasi,CIE61110,D,Perancangan Pembelajaran,lecture,F4.6,F,4,Kelas,58,False,3,1,False
Wed,14:30,15:20,Pendidikan Teknologi Informasi,CIE61103,D,Komunikasi dan Teknologi Pendidikan,lecture,F4.9,F,4,Kelas,103,True,3,1,False
Wed,14:30,15:20,Teknologi Informasi,CSD60705,B,Pemrograman SQL,practicum,G1.5,G,1,Lab,102,True,3,1,False
Wed,14:30,15:20,Pendidikan Teknologi Informasi,CIE61206,A,Jaringan Komputer,practicum,G1.7,G,1,Lab,17,True,3,1,False
Wed,14:30,15:20,Teknologi Informasi,CIT61015,B,Jaringan Komputer,practicum,G1.8,G,1,Lab,35,True,4,1,False
Wed,15:20,16:10,Sistem Informasi,CIS61106,A,Keamanan dan Privasi Data,lecture,F11.3,F,11,Kelas,75,True,2,1,False
Wed,15:20,16:10,Sistem Informasi,CSD60703,D,Tata Kelola Teknologi Informasi,lecture,F11.4,F,11,Kelas,108,True,3,1,False
Wed,15:20,16:10,Sistem Informasi,COM60014,A,Pemrograman Dasar,lecture,F2.1,F,2,Kelas,82,True,5,1,False
Wed,15:20,16:10,Sistem Informasi,COM60015,B,Matematika Diskret,lecture,F2.2,F,2,Kelas,100,True,2,1,False
Wed,15:20,16:10,Teknologi Informasi,CIT60048,A,Information Retrieval,lecture,F2.5,F,2,Kelas,1,True,2,0,False
Wed,15:20,16:10,Sistem Informasi,CSD60712,C,Probabilitas dan Statistika,lecture,F2.6,F,2,Kelas,87,True,3,1,False
Wed,15:20,16:10,Teknologi Informasi,CIT60031,A,Manajemen Proyek Teknologi Informasi,lecture,F3.10,F,3,Kelas,40,True,3,0,False
Wed,15:20,16:10,Teknologi Informasi,COM60011,A,Arsitektur dan Organisasi Komputer,lecture,F3.15,F,3,Kelas,103,True,2,1,False
Wed,15:20,16:10,Pendidikan Teknologi Informasi,COM60052,C,Etika Profesi,lecture,F3.3,F,3,Kelas,59,True,2,1,False
Wed,15:20,16:10,Pendidikan Teknologi Informasi,CIE61110,A,Perancangan Pembelajaran,lecture,F4.14,F,4,Kelas,39,True,3,1,False
Wed,15:20,16:10,Sistem Informasi,CIS60105,A,Strategi Transformasi Digital,lecture,F4.4,F,4,Kelas,94,True,2,0,False
Wed,15:20,16:10,Sistem Informasi,CSD60711,D,Perancangan Pengalaman Pengguna,lecture,F4.6,F,4,Kelas,47,True,3,1,False
Wed,15:20,16:10,Pendidikan Teknologi Informasi,CIE61208,B,Basis Data,practicum,G1.6,G,1,Lab,60,True,3,1,False
Wed,15:20,16:10,Pendidikan Teknologi Informasi,COM60014,A,Pemrograman Dasar,practicum,G1.7,G,1,Lab,91,True,5,1,False
Wed,16:10,17:00,Sistem Informasi,CIS61107,A,Manajemen Produk,lecture,F11.1,F,11,Kelas,60,True,3,1,False
Wed,16:10,17:00,Sistem Informasi,UBU60003,D,Kewirausahaan,lecture,F2.2,F,2,Kelas,62,True,2,1,False
Wed,16:10,17:00,Sistem Informasi,COM60061,B,Capstone Project,lecture,F2.4,F,2,Kelas,40,True,3,1,False
Wed,16:10,17:00,Sistem Informasi,CSD60711,A,Perancangan Pengalaman Pengguna,lecture,F3.13,F,3,Kelas,4,True,3,1,False
Wed,16:10,17:00,Pendidikan Teknologi Informasi,CIE61404,A,Manajemen Proyek Teknologi Informasi,lecture,F3.15,F,3,Kelas,67,True,3,0,False
Wed,16:10,17:00,Sistem Informasi,CIS60104,A,Transformasi Pemerintah,lecture,F3.3,F,3,Kelas,108,True,2,0,False
Wed,16:10,17:00,Pendidikan Teknologi Informasi,CIE61206,D,Jaringan Komputer,lecture,F3.7b,F,3,Kelas,39,True,3,1,False
Wed,16:10,17:00,Teknologi Informasi,CSD60704,B,Desain Basis Data,lecture,F3.8,F,3,Kelas,22,True,2,1,False
Wed,16:10,17:00,Pendidikan Teknologi Informasi,CIE61206,A,Jaringan Komputer,lecture,F4.11,F,4,Kelas,17,True,3,1,False
Wed,16:10,17:00,Teknologi Informasi,COM60051,B,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.12,F,4,Kelas,80,False,3,1,False
Wed,16:10,17:00,Teknologi Informasi,CIT60036,A,Teknologi Berbasis Cloud,lecture,F4.13,F,4,Kelas,104,True,3,0,False
Wed,16:10,17:00,Pendidikan Teknologi Informasi,CIE61112,A,Pengenalan Lapangan Persekolahan 2,lecture,F4.3,F,4,Kelas,59,True,3,1,False
Wed,16:10,17:00,Pendidikan Teknologi Informasi,COM60016,C,Pengantar Keilmuan Komputer,lecture,F4.4,F,4,Kelas,103,True,2,1,False
Wed,16:10,17:00,Teknologi Informasi,CIT61006,A,Pengembangan Aplikasi Web,practicum,G1.3,G,1,Lab,82,True,4,1,False
Wed,17:00,17:50,Sistem Informasi,CIS61104,B,Pengantar Sistem informasi,lecture,F11.3,F,11,Kelas,67,True,2,1,False
Wed,17:00,17:50,Teknologi Informasi,CSD60708,A,Penambangan Data,lecture,F2.1,F,2,Kelas,52,True,3,0,False
Wed,17:00,17:50,Sistem Informasi,CIS61115,C,Komunikasi Profesional,lecture,F2.4,F,2,Kelas,108,True,2,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,CIE61110,C,Perancangan Pembelajaran,lecture,F2.5,F,2,Kelas,39,True,3,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,CSD60712,B,Probabilitas dan Statistika,lecture,F2.6,F,2,Kelas,77,True,3,1,False
Wed,17:00,17:50,Sistem Informasi,CSD60712,C,Probabilitas dan Statistika,lecture,F3.11,F,3,Kelas,87,True,3,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,CIE61102,D,Filsafat Pendidikan dan Sains,lecture,F3.12,F,3,Kelas,59,True,4,1,False
Wed,17:00,17:50,Teknologi Informasi,CIT61015,A,Jaringan Komputer,lecture,F3.6,F,3,Kelas,79,True,4,1,False
Wed,17:00,17:50,Teknologi Informasi,CIT61006,C,Pengembangan Aplikasi Web,lecture,F3.7b,F,3,Kelas,105,True,4,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,CIE62204,D,Paradigma Sistem,lecture,F4.10,F,4,Kelas,6,True,2,1,False
Wed,17:00,17:50,Sistem Informasi,CIS61111,C,Sistem Informasi berbasis Kecerdasan Buatan,lecture,F4.11,F,4,Kelas,89,True,2,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,CSD60712,C,Probabilitas dan Statistika,lecture,F4.12,F,4,Kelas,11,True,3,1,False
Wed,17:00,17:50,Teknologi Informasi,COM60061,A,Capstone Project,lecture,F4.14,F,4,Kelas,14,True,3,1,False
Wed,17:00,17:50,Teknologi Informasi,COM60051,C,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.6,F,4,Kelas,103,True,3,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,COM60061,A,Capstone Project,lecture,F4.9,F,4,Kelas,48,True,3,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,CIE61109,D,Pembelajaran Mikro,practicum,G1.2,G,1,Lab,100,True,3,1,False
Wed,17:00,17:50,Teknologi Informasi,CIT61026,A,Internet of Things,practicum,G1.4,G,1,Lab,17,True,4,1,False
Wed,17:00,17:50,Pendidikan Teknologi Informasi,COM60014,D,Pemrograman Dasar,practicum,G1.8,G,1,Lab,82,True,5,1,False
