Kode MK,Nama MK,Prodi MK,Prioritas,Berminat,Nama Dosen,Kode MK_y,SKS,Praktikum,Kewajiban
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,1,Pengampu,60,CIS62114,3,0,0
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,2,"Pengelola, Pengampu",47,CIS62114,3,0,0
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,2,Pengampu,70,CIS62114,3,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16,CIS60102,2,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,1,"Pengelola, Pengampu",47,CIS60102,2,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,1,Pengampu,1,CIS60102,2,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,2,Pengampu,70,CIS60102,2,0,0
CIS61127,Pengembangan Berorientasi Penggunaan Ulang,Sistem Informasi,1,"Pengelola, Pengampu",4,CIS61127,2,0,0
CIS61124,Pengembangan Gim,Sistem Informasi,1,"Pengelola, Pengampu",47,CIS61124,2,0,0
CIS61124,Pengembangan Gim,Sistem Informasi,2,Pengampu,103,CIS61124,2,0,0
CIS62109,Pengujian dan Evaluasi Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",4,CIS62109,2,0,0
CIS62109,Pengujian dan Evaluasi Sistem Informasi,Sistem Informasi,1,Pengampu,67,CIS62109,2,0,0
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CSD60711,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",4,CSD60711,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,Pengampu,60,CSD60711,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,Pengampu,62,CSD60711,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,Pengampu,87,CSD60711,3,0,1
CIS61120,Perbaikan Proses Bisnis,Sistem Informasi,1,Pengampu,6,CIS61120,2,0,0
CIS61120,Perbaikan Proses Bisnis,Sistem Informasi,1,Pengampu,108,CIS61120,2,0,0
CIS62110,Perencanaan Strategis Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",6,CIS62110,3,0,0
CIS62110,Perencanaan Strategis Sistem Informasi,Sistem Informasi,2,"Pengelola, Pengampu",47,CIS62110,3,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,"Pengelola, Pengampu",47,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,"Pengelola, Pengampu",108,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,16,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,21,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,40,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,40,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,87,CIS60101,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,2,Pengampu,12,CIS60101,2,0,0
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16,CIS62113,2,0,0
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,"Pengelola, Pengampu",4,CIS62113,2,0,0
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,Pengampu,37,CIS62113,2,0,0
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,Pengampu,76,CIS62113,2,0,0
CSD60712,Probabilitas dan Statistika,Sistem Informasi,1,Pengampu,83,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Sistem Informasi,1,Pengampu,87,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Sistem Informasi,1,Pengampu,100,CSD60712,3,0,1
CIS61118,Rekayasa Kebutuhan Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",4,CIS61118,2,0,0
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",4,CIS61108,5,1,1
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",47,CIS61108,5,1,1
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,1,Pengampu,67,CIS61108,5,1,1
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,2,Pengampu,108,CIS61108,5,1,1
CIS61113,Sistem Enterprise,Sistem Informasi,1,Pengampu,76,CIS61113,3,0,1
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",53,CIS60106,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,"Pengelola, Pengampu",94,CIS60106,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,Pengampu,16,CIS60106,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,Pengampu,16,CIS60106,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,Pengampu,108,CIS60106,2,0,0
CSD60710,Sistem Informasi Geografis,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",87,CSD60710,3,1,0
CIS61111,Sistem Informasi berbasis Kecerdasan Buatan,Sistem Informasi,1,Pengampu,87,CIS61111,2,0,1
CIS61111,Sistem Informasi berbasis Kecerdasan Buatan,Sistem Informasi,2,Pengampu,89,CIS61111,2,0,1
CIS61111,Sistem Informasi berbasis Kecerdasan Buatan,Sistem Informasi,2,Pengampu,108,CIS61111,2,0,1
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",30,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",52,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",107,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",108,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,15,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,16,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,20,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,29,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,73,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,83,CSD60702,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,92,CSD60702,3,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",53,CIS60105,2,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,"Pengelola, Pengampu",94,CIS60105,2,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,Pengampu,94,CIS60105,2,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,Pengampu,108,CIS60105,2,0,0
CSD60703,Tata Kelola Teknologi Informasi,Sistem Informasi,1,"Pengelola, Pengampu",6,CSD60703,3,0,1
CSD60703,Tata Kelola Teknologi Informasi,Sistem Informasi,1,Pengampu,87,CSD60703,3,0,1
CSD60703,Tata Kelola Teknologi Informasi,Sistem Informasi,1,Pengampu,108,CSD60703,3,0,1
CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",14,CSD60717,2,0,0
CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CSD60717,2,0,0
CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,Sistem Informasi,1,Pengampu,17,CSD60717,2,0,0
CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,Sistem Informasi,2,Pengampu,17,CSD60717,2,0,0
CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,Sistem Informasi,2,Pengampu,105,CSD60717,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,"Pengelola, Pengampu",94,CIS60104,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,11,CIS60104,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,21,CIS60104,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,21,CIS60104,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,108,CIS60104,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,2,"Koordinator Pengelola, Pengelola, Pengampu",47,CIS60104,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,2,Pengampu,12,CIS60104,2,0,0
